priority_rank,priority_score,action_bucket,evidence_gap,status,symbol,market,research_topic,signal_to_validate,needed_input,verification_method,risk_if_skipped,blockers,task_id,source_report
134,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确,| | 人工智能ETF易方达 | NeedsMoreEvidence | 159819 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_a0f3972c4374a58dacad,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
135,77,ManualReview,RiskGate,待验证,000001,CN,k线：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_daec3c68f93512518477,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
136,77,ManualReview,RiskGate,待验证,000688,CN,k线：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_faf439cd250fd8710c8a,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
137,77,ManualReview,RiskGate,待验证,300024,CN,k线：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_e4de5abd0c2c6576b512,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
138,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理,| | 纳指100ETF-Invesco QQQ Trust | NeedsMoreEvidence | QQQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_8c153e033a64b331fff8,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
139,77,ManualReview,RiskGate,待验证,000001,CN,k线：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_a8beedc365f0dce1beb3,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
140,77,ManualReview,RiskGate,待验证,000688,CN,k线：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_5df03443f19c7caeb10a,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
141,77,ManualReview,RiskGate,待验证,300024,CN,k线：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_0e754a2b224f64bef168,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
142,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点,| | ProShares标普500股利贵族ETF | NeedsMoreEvidence | NOBL | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_89982b70ad8d3c9ac170,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
143,77,ManualReview,RiskGate,待验证,000001,CN,k线：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_54f5958a01eeff2232a1,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
144,77,ManualReview,RiskGate,待验证,000688,CN,k线：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_cf82a39ac5ba92b38fc2,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
145,77,ManualReview,RiskGate,待验证,300024,CN,k线：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_acaf8ae1ab9eb24e6d3f,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
146,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确,| | 红利低波ETF易方达 | NeedsMoreEvidence | 563020 | 可用历史样本 157 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_5163eb087ae3b9934486,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
147,77,ManualReview,RiskGate,待验证,000001,CN,k线：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_05f2597fcdea5d6bc3d8,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
148,77,ManualReview,RiskGate,待验证,000688,CN,k线：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_b23158809ef4ef5cca5a,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
149,77,ManualReview,RiskGate,待验证,300024,CN,k线：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_ba7744fc63cd69eb04d5,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
150,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 芯片ETF华夏 | NeedsMoreEvidence | 159995 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_215111c3760b2561b4eb,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
151,77,ManualReview,RiskGate,待验证,000001,CN,k线：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_abfffaed45e031be1804,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
152,77,ManualReview,RiskGate,待验证,000688,CN,k线：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_2b592b0f5defc4ce9173,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
153,77,ManualReview,RiskGate,待验证,300024,CN,k线：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_aa3ec5a3b2622f8b5af8,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
154,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 |,| | 黄金ETF国泰 | NeedsMoreEvidence | 518800 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_7ffdf6303c7d2a300eb8,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
155,77,ManualReview,RiskGate,待验证,000001,CN,k线：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_6b45dae0ca96948be32a,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
156,77,ManualReview,RiskGate,待验证,000688,CN,k线：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_ce4d1b3023c0ef1a838e,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
157,77,ManualReview,RiskGate,待验证,300024,CN,k线：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_a411b22b5fbdfef16357,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
158,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认,| | 恒生科技ETF博时 | NeedsMoreEvidence | 159742 | 可用历史样本 723 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_0723ea46b979af54dd8b,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
159,77,ManualReview,RiskGate,待验证,000001,CN,k线：| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 1000,| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_a680a5575975f40f9328,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
160,77,ManualReview,RiskGate,待验证,000688,CN,k线：| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 1000,| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_c6958c0a6e3eb958a95c,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
161,77,ManualReview,RiskGate,待验证,300024,CN,k线：| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 1000,| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_15c519ccd6c34115d446,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
162,77,ManualReview,RiskGate,待验证,399986,CN,k线：| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 1000,| | 纳斯达克 | NeedsMoreEvidence | NDAQ | 可用历史样本 752 条 | 申赎费/管理费/滑点/15:00收盘确认 | 100000次 | 全流程2次 | Blocked | 验证不足：风险闸门未通过，不能升级为操作依据,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_194146dac816a008566e,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/4. K线分析报告_03062026.md
163,77,ManualReview,RiskGate,待验证,000001,CN,盘后：| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | -,| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | --- | --- | --- | --- | --- | --- | --- | | 恒生科技ETF博时 | 港股科技 | 0.600 | Watch Only | 完整 | NeedsMoreEvidence | 事件未匹配；估值缺失；QuantLab风险闸门未通过 | | 红利低波ETF易方达 | 红利低波 | 0.750 | Watch Only | 完整 | NeedsMoreEviden,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_e55fc5ea0886c9cc2925,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
164,77,ManualReview,RiskGate,待验证,000688,CN,盘后：| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | -,| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | --- | --- | --- | --- | --- | --- | --- | | 恒生科技ETF博时 | 港股科技 | 0.600 | Watch Only | 完整 | NeedsMoreEvidence | 事件未匹配；估值缺失；QuantLab风险闸门未通过 | | 红利低波ETF易方达 | 红利低波 | 0.750 | Watch Only | 完整 | NeedsMoreEviden,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_85133ee4c27c33b1395d,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
165,77,ManualReview,RiskGate,待验证,300024,CN,盘后：| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | -,| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | --- | --- | --- | --- | --- | --- | --- | | 恒生科技ETF博时 | 港股科技 | 0.600 | Watch Only | 完整 | NeedsMoreEvidence | 事件未匹配；估值缺失；QuantLab风险闸门未通过 | | 红利低波ETF易方达 | 红利低波 | 0.750 | Watch Only | 完整 | NeedsMoreEviden,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_7486355094e847c5b11a,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
166,77,ManualReview,RiskGate,待验证,399986,CN,盘后：| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | -,| Name | 主题 | Research Confidence Score | 研究等级 | 数据完整性 | QuantLab状态 | 主要缺口 | | --- | --- | --- | --- | --- | --- | --- | | 恒生科技ETF博时 | 港股科技 | 0.600 | Watch Only | 完整 | NeedsMoreEvidence | 事件未匹配；估值缺失；QuantLab风险闸门未通过 | | 红利低波ETF易方达 | 红利低波 | 0.750 | Watch Only | 完整 | NeedsMoreEviden,"RunMetadata, metrics, costs, drawdown, stop/degrade conditions",Recompute risk gate and downgrade if evidence remains incomplete.,A strategy can look profitable while hiding unacceptable drawdown or cost risk.,,validationTask_dcb68ded911a39552844,/Users/linzezhang/Documents/Codex/2026-06-03/files-mentioned-by-the-user-codex/outputs/AI-Research-System/data/report_artifacts/6月第1周 0106-0706/_markdown/3. 盘后报告_03062026.md
